timestamp,value,value_predicted,dist
2015/9/14 11:13,16.28,7.32580141,8.95419859
2015/9/17 10:10,15.5,6.702185272,8.797814728
2015/9/16 9:44,15.83,7.070718995,8.759281005
2015/9/16 7:04,15.61,6.920381923,8.689618077
2015/9/12 0:36,0.56,9.188673004,8.628673004
2015/9/15 9:31,15.5,6.87583879,8.62416121
2015/9/16 15:55,14.78,6.189559809,8.590440191
2015/9/17 14:58,0.61,9.188673004,8.578673004
2015/9/16 8:59,15.28,6.702185272,8.577814728
2015/9/12 23:31,0.67,9.188673004,8.518673004
2015/9/14 8:48,15.39,6.87583879,8.51416121
2015/9/2 15:20,15.39,6.875919077,8.514080923
2015/9/2 17:10,14.67,6.167938525,8.502061475
2015/9/16 13:54,14.67,6.189559809,8.480440191
2015/9/17 3:45,0.72,9.188673004,8.468673004
2015/9/16 11:24,15.72,7.299219078,8.420780922
2015/9/14 3:08,0.78,9.188673004,8.408673004
2015/9/16 3:19,0.78,9.188673004,8.408673004
2015/9/11 7:52,15.28,6.920381923,8.359618077
2015/9/13 1:41,0.83,9.188673004,8.358673004
2015/9/11 10:12,15.06,6.702185272,8.357814728
2015/9/17 8:20,15.22,6.87583879,8.34416121
2015/9/2 10:05,15.06,6.740345156,8.319654844
2015/9/2 7:55,15.06,6.752827295,8.307172705
2015/9/13 23:53,0.89,9.188673004,8.298673004
2015/9/4 15:52,15,6.702184927,8.297815073
2015/9/2 13:55,15.28,6.995605526,8.284394474
2015/9/17 0:30,0.94,9.188673004,8.248673004
2015/9/10 1:48,0.94,9.188673004,8.248673004
2015/9/9 22:28,0.94,9.188673004,8.248673004
2015/9/8 11:49,15,6.875838746,8.124161254
2015/9/2 7:35,14.33,6.222610261,8.107389739
2015/9/17 14:25,14.94,6.87583879,8.06416121
2015/9/15 9:01,15,7.070718995,7.929281005
2015/9/10 9:33,14.78,6.920381923,7.859618077
2015/9/15 5:46,1.33,9.188673004,7.858673004
2015/9/12 12:06,15.17,7.32580141,7.84419859
2015/9/2 10:30,13.78,5.960671285,7.819328715
2015/9/16 15:25,15.11,7.299219078,7.810780922
2015/9/3 12:51,15.5,7.72541381,7.77458619
2015/9/3 23:02,1.44,9.188660295,7.748660295
2015/9/17 4:45,0,7.72562667,7.72562667
2015/9/9 14:13,1.5,9.188673003,7.688673003
2015/9/13 6:06,1.56,9.188673004,7.628673004
2015/9/13 7:26,1.61,9.188673004,7.578673004
2015/9/14 9:33,14.28,6.702185272,7.577814728
2015/9/2 23:26,1.61,9.184039043,7.574039043
2015/9/15 23:24,0.44,7.999036049,7.559036049
2015/9/4 11:37,15.28,7.725625805,7.554374195
2015/9/2 15:15,14.17,6.656241167,7.513758833
2015/9/14 21:55,1.72,9.188673004,7.468673004
2015/9/17 8:05,14.17,6.702185272,7.467814728
2015/9/3 3:31,0.56,7.996293011,7.436293011
2015/9/3 10:46,13.61,6.189136188,7.420863812
2015/9/15 19:34,1.83,9.188673004,7.358673004
2015/9/13 11:46,14.22,6.87583879,7.34416121
2015/9/12 5:31,0.67,7.999036049,7.329036049
2015/9/10 9:13,14.39,7.070718995,7.319281005
2015/9/10 8:23,14.22,6.920381923,7.299618077
2015/9/13 20:33,1.89,9.188673004,7.298673004
2015/9/16 6:14,14.17,6.87583879,7.29416121
2015/9/13 6:36,0.72,7.999036049,7.279036049
2015/9/11 3:47,0.72,7.999036049,7.279036049
2015/9/10 3:22,0.72,7.999036049,7.279036049
2015/9/16 13:44,14.33,7.070718995,7.259281005
2015/9/15 7:11,14.17,6.920381923,7.249618077
2015/9/14 5:08,1.94,9.188673004,7.248673004
2015/9/15 9:51,14.56,7.32580141,7.23419859
2015/9/12 6:31,0.78,7.999036049,7.219036049
2015/9/15 0:56,0.78,7.999036049,7.219036049
2015/9/10 23:37,0.78,7.999036049,7.219036049
2015/9/3 23:47,0.78,7.999024902,7.219024902
2015/9/4 20:12,2,9.18867289,7.18867289
2015/9/13 11:41,0.83,7.999036049,7.169036049
2015/9/2 12:20,14.33,7.172325868,7.157674132
2015/9/2 15:00,14.17,7.020028399,7.149971601
2015/9/14 4:13,0.89,7.999036049,7.109036049
2015/9/14 12:13,14.39,7.299219078,7.090780922
2015/9/16 20:50,2.11,9.188673004,7.078673004
2015/9/13 22:48,0.94,7.999036049,7.059036049
2015/9/17 3:05,0.67,7.72562667,7.05562667
2015/9/2 6:20,12.94,5.886857757,7.053142243
2015/9/2 14:10,13.67,6.634105167,7.035894833
2015/9/4 16:22,14.33,7.299218785,7.030781215
2015/9/14 16:50,14.33,7.299219078,7.030780922
2015/9/2 15:45,14,6.97224379,7.02775621
2015/9/16 0:19,0.72,7.72562667,7.00562667
2015/9/14 22:25,1,7.999036049,6.999036049
2015/9/2 12:15,14.28,7.292449386,6.987550614
2015/9/2 7:45,13.67,6.687432319,6.982567681
2015/9/17 7:00,13.17,6.189559809,6.980440191
2015/9/2 12:55,13.06,6.085317703,6.974682297
2015/9/10 22:52,2.22,9.188673004,6.968673004
2015/9/2 16:45,13.94,6.984515738,6.955484262
2015/9/15 6:16,13.83,6.87583879,6.95416121
2015/9/13 5:11,0.06,7.009986631,6.949986631
2015/9/9 22:13,0.78,7.72562667,6.94562667
2015/9/16 1:19,1.06,7.999036049,6.939036049
2015/9/3 17:51,13.94,7.00993949,6.93006051
2015/9/12 9:01,2.28,9.188673004,6.908673004
2015/9/15 22:59,2.28,9.188673004,6.908673004
2015/9/15 4:31,0.83,7.72562667,6.89562667
2015/9/15 8:56,14.61,7.72562667,6.88437333
2015/9/11 6:27,13.06,6.189559809,6.870440191
2015/9/9 21:53,0.56,7.423569984,6.863569984
2015/9/4 8:17,13.78,6.920379534,6.859620466
2015/9/17 12:30,14.28,7.423569984,6.856430016
2015/9/11 1:12,0.22,7.070718995,6.850718995
2015/9/13 0:56,0.89,7.72562667,6.83562667
2015/9/17 7:45,14.56,7.72562667,6.83437333
2015/9/15 1:30,0.61,7.423569984,6.813569984
2015/9/10 8:48,14.11,7.299219078,6.810780922
2015/9/17 7:30,14.11,7.299219078,6.810780922
2015/9/11 18:21,13.5,6.702185272,6.797814728
2015/9/8 12:09,14.11,7.325801372,6.784198628
2015/9/12 7:06,0.56,7.32580141,6.76580141
2015/9/9 23:38,0.67,7.423569984,6.753569984
2015/9/10 8:13,12.94,6.189559809,6.750440191
2015/9/10 11:27,12.94,6.189559809,6.750440191
2015/9/16 11:04,13.67,6.920381923,6.749618077
2015/9/16 21:20,0.72,7.423569984,6.703569984
2015/9/9 1:51,0.61,7.299219076,6.689219076
2015/9/8 12:27,2.5,9.188672969,6.688672969
2015/9/15 12:36,13.56,6.87583879,6.68416121
2015/9/16 12:34,14,7.32580141,6.67419859
2015/9/17 4:15,1.33,7.999036049,6.669036049
2015/9/10 20:02,1.33,7.999036049,6.669036049
2015/9/16 22:50,0.67,7.32580141,6.65580141
2015/9/3 9:21,13.72,7.070048752,6.649951248
2015/9/13 3:11,0.78,7.423569984,6.643569984
2015/9/16 8:54,12.83,6.189559809,6.640440191
2015/9/17 1:30,0.67,7.299219078,6.629219078
2015/9/4 0:27,0.67,7.299208975,6.629208975
2015/9/2 9:05,13.33,6.708576482,6.621423518
2015/9/2 12:05,13.33,6.740349971,6.589650029
2015/9/15 5:20,0.72,7.299219078,6.579219078
2015/9/15 22:24,0.72,7.299219078,6.579219078
2015/9/16 22:40,0.72,7.299219078,6.579219078
2015/9/15 12:21,13.28,6.702185272,6.577814728
2015/9/3 16:41,13.89,7.325733809,6.564266191
2015/9/17 0:20,1.17,7.72562667,6.55562667
2015/9/8 19:11,13.56,7.009986625,6.550013375
2015/9/15 2:06,0.78,7.32580141,6.54580141
2015/9/16 0:09,0.78,7.32580141,6.54580141
2015/9/11 17:09,12.72,6.189559809,6.530440191
2015/9/2 15:10,12.67,6.142085098,6.527914902
2015/9/11 23:16,0.78,7.299219078,6.519219078
2015/9/16 19:25,0.78,7.299219078,6.519219078
2015/9/14 14:45,2.67,9.188673004,6.518673004
2015/9/13 23:43,1.22,7.72562667,6.50562667
2015/9/3 6:36,13.56,7.069247315,6.490752685
2015/9/16 1:39,0.94,7.423569984,6.483569984
2015/9/14 6:28,13.39,6.920381923,6.469618077
2015/9/13 0:16,0.83,7.299219078,6.469219078
2015/9/13 21:33,0.83,7.299219078,6.469219078
2015/9/15 23:44,0.83,7.299219078,6.469219078
2015/9/12 6:11,2.72,9.188673004,6.468673004
2015/9/11 11:09,2.72,9.188673004,6.468673004
2015/9/17 14:10,13.17,6.702185272,6.467814728
2015/9/4 9:52,13.89,7.423568522,6.466431478
2015/9/3 2:36,2.72,9.185545759,6.465545759
2015/9/2 13:05,13.28,6.822753088,6.457246912
2015/9/11 7:12,13.78,7.32580141,6.45419859
2015/9/10 20:32,1.28,7.72562667,6.44562667
2015/9/15 3:55,1.56,7.999036049,6.439036049
2015/9/16 23:40,1.56,7.999036049,6.439036049
2015/9/12 2:46,0.89,7.32580141,6.43580141
2015/9/17 1:20,1,7.423569984,6.423569984
2015/9/2 20:16,13.33,6.911159701,6.418840299
2015/9/15 3:25,2.78,9.188673004,6.408673004
2015/9/12 3:36,0.67,7.070718995,6.400718995
2015/9/14 21:05,1.61,7.999036049,6.389036049
2015/9/2 8:25,12.83,6.449686698,6.380313302
2015/9/4 7:12,13.67,7.299215973,6.370784027
2015/9/10 4:34,1.06,7.423569984,6.363569984
2015/9/11 0:32,0.94,7.299219078,6.359219078
2015/9/14 23:41,2.83,9.188673004,6.358673004
2015/9/15 4:35,0.72,7.070718995,6.350718995
2015/9/12 5:51,0.67,7.009986631,6.339986631
2015/9/12 3:26,1.39,7.72562667,6.33562667
2015/9/12 23:56,1.67,7.999036049,6.329036049
2015/9/14 0:58,1.67,7.999036049,6.329036049
2015/9/17 4:10,0.61,6.920381923,6.310381923
2015/9/16 23:05,2.89,9.188673004,6.298673004
2015/9/8 23:06,2.89,9.188673001,6.298673001
2015/9/4 21:38,2.89,9.188672927,6.298672927
2015/9/13 1:31,0.78,7.070718995,6.290718995
2015/9/13 7:16,1.44,7.72562667,6.28562667
2015/9/14 15:50,13.61,7.32580141,6.28419859
2015/9/16 7:34,13.61,7.32580141,6.28419859
2015/9/14 7:03,14,7.72562667,6.27437333
2015/9/13 22:53,0.61,6.87583879,6.26583879
2015/9/15 4:01,0.61,6.87583879,6.26583879
2015/9/16 14:50,12.44,6.189559809,6.250440191
2015/9/17 11:05,12.44,6.189559809,6.250440191
2015/9/17 13:05,12.44,6.189559809,6.250440191
2015/9/12 22:36,0.67,6.920381923,6.250381923
2015/9/15 3:45,0.67,6.920381923,6.250381923
2015/9/13 22:13,2.94,9.188673004,6.248673004
2015/9/12 2:21,1.06,7.299219078,6.239219078
2015/9/4 4:27,1.06,7.29921226,6.23921226
2015/9/17 8:40,13.56,7.32580141,6.23419859
2015/9/2 6:00,14.28,8.048375323,6.231624677
2015/9/15 4:16,0.78,7.009986631,6.229986631
2015/9/17 1:45,0.78,7.009986631,6.229986631
2015/9/16 21:40,1.5,7.72562667,6.22562667
2015/9/12 1:21,1.78,7.999036049,6.219036049
2015/9/9 23:33,0.67,6.87583879,6.20583879
2015/9/16 22:14,0.72,6.920381923,6.200381923
2015/9/3 3:16,0.72,6.917547502,6.197547502
2015/9/9 16:58,12.89,6.702185272,6.187814728
2015/9/3 7:21,13.06,6.874629812,6.185370188
2015/9/17 0:25,0.89,7.070718995,6.180718995
2015/9/9 2:06,0.83,7.009986629,6.179986629
2015/9/2 9:30,12.78,6.602731549,6.177268451
2015/9/16 6:34,13.5,7.32580141,6.17419859
2015/9/14 23:15,1.56,7.72562667,6.16562667
2015/9/16 20:40,1.56,7.72562667,6.16562667
2015/9/14 11:18,13.89,7.72562667,6.16437333
2015/9/4 8:42,13.17,7.009984603,6.160015397
2015/9/16 21:15,0.72,6.87583879,6.15583879
2015/9/13 2:11,0.78,6.920381923,6.140381923
2015/9/16 23:25,0.78,6.920381923,6.140381923
2015/9/17 1:05,0.78,6.920381923,6.140381923
2015/9/10 2:53,0.78,6.920381923,6.140381923
2015/9/9 19:28,3.06,9.188673004,6.128673004
2015/9/4 5:22,3.06,9.188667216,6.128667216
2015/9/10 8:18,12.83,6.702185272,6.127814728
2015/9/13 7:01,0.89,7.009986631,6.119986631
2015/9/9 20:38,0.89,7.009986631,6.119986631
2015/9/2 23:11,1.61,7.72067881,6.11067881
2015/9/2 4:45,1.39,7.498976662,6.108976662
2015/9/14 3:48,0.83,6.920381923,6.090381923
2015/9/14 22:21,0.83,6.920381923,6.090381923
2015/9/16 1:14,0.83,6.920381923,6.090381923
2015/9/9 0:11,0.83,6.920381921,6.090381921
2015/9/3 23:42,0.83,6.920370404,6.090370404
2015/9/11 1:57,3.11,9.188673004,6.078673004
2015/9/4 1:02,0.94,7.009976853,6.069976853
2015/9/12 7:11,1.67,7.72562667,6.05562667
2015/9/10 22:27,1.67,7.72562667,6.05562667
2015/9/16 1:29,0.83,6.87583879,6.04583879
2015/9/2 10:00,13.06,7.020594625,6.039405375
2015/9/17 8:55,13.11,7.070718995,6.039281005
2015/9/17 4:25,1.39,7.423569984,6.033569984
2015/9/17 0:55,0.67,6.702185272,6.032185272
2015/9/8 13:51,15.22,9.18867298,6.03132702
2015/9/2 12:50,15.11,9.080958122,6.029041878
2015/9/3 0:11,0.67,6.697845297,6.027845297
2015/9/15 20:39,3.17,9.188673004,6.018673004
2015/9/11 11:19,12.72,6.702185272,6.017814728
2015/9/10 14:27,13.44,7.423569984,6.016430016
2015/9/12 2:36,1,7.009986631,6.009986631
2015/9/13 2:56,2,7.999036049,5.999036049
2015/9/3 21:27,2,7.999019531,5.999019531
2015/9/17 6:50,13.06,7.070718995,5.989281005
2015/9/11 19:51,0.89,6.87583879,5.98583879
2015/9/4 4:17,0.89,6.87583151,5.98583151
2015/9/12 1:41,1.44,7.423569984,5.983569984
2015/9/12 1:11,0.72,6.702185272,5.982185272
2015/9/14 15:40,13.28,7.299219078,5.980780922
2015/9/15 14:14,12.17,6.189559809,5.980440191
2015/9/2 6:10,11.61,5.634229737,5.975770263
2015/9/12 23:16,1.78,7.72562667,5.94562667
2015/9/8 22:56,1.78,7.725626668,5.945626668
2015/9/4 19:57,1.78,7.725626549,5.945626549
2015/9/14 4:23,0.94,6.87583879,5.93583879
2015/9/14 22:30,0.94,6.87583879,5.93583879
2015/9/14 4:53,1.39,7.32580141,5.93580141
2015/9/16 0:59,0.78,6.702185272,5.922185272
2015/9/9 7:34,15.11,9.188673002,5.921326998
2015/9/2 15:55,13.61,7.69027829,5.91972171
2015/9/8 12:46,12.83,6.920381891,5.909618109
2015/9/17 5:55,3.28,9.188673004,5.908673004
2015/9/10 12:37,3.28,9.188673004,5.908673004
2015/9/16 8:14,12.78,6.87583879,5.90416121
2015/9/16 13:34,13.22,7.32580141,5.89419859
2015/9/2 10:20,12.72,6.826325812,5.893674188
2015/9/3 5:01,1.83,7.723373279,5.893373279
2015/9/2 11:10,12.72,6.828018107,5.891981893
2015/9/12 8:06,2.11,7.999036049,5.889036049
2015/9/2 13:20,13.22,7.335082774,5.884917226
2015/9/11 23:06,1,6.87583879,5.87583879
2015/9/15 1:25,1,6.87583879,5.87583879
2015/9/12 6:21,0.83,6.702185272,5.872185272
2015/9/13 2:06,0.83,6.702185272,5.872185272
2015/9/15 21:09,1.56,7.423569984,5.863569984
2015/9/11 4:32,1.56,7.423569984,5.863569984
2015/9/15 18:34,12.56,6.702185272,5.857814728
2015/9/2 10:35,12.33,6.480676217,5.849323783
2015/9/9 20:43,13.17,7.32580141,5.84419859
2015/9/16 3:04,1.89,7.72562667,5.83562667
2015/9/12 5:56,1.5,7.32580141,5.82580141
2015/9/13 0:31,1.5,7.32580141,5.82580141
2015/9/11 4:57,1.5,7.32580141,5.82580141
2015/9/12 12:01,12.83,7.009986631,5.820013369
2015/9/13 22:33,0.89,6.702185272,5.812185272
2015/9/14 3:23,0.89,6.702185272,5.812185272
2015/9/3 3:46,1.61,7.421000968,5.811000968
2015/9/2 6:55,12.28,6.47676674,5.80323326
2015/9/17 16:09,12.72,6.920381923,5.799618077
2015/9/11 20:01,1.5,7.299219078,5.799219078
2015/9/17 14:30,13.22,7.423569984,5.796430016
2015/9/3 8:41,12.67,6.875022907,5.794977093
2015/9/2 13:00,12.39,6.601303979,5.788696021
2015/9/3 1:06,1.22,7.006421364,5.786421364
2015/9/4 22:08,1.11,6.875838725,5.765838725
2015/9/17 9:35,13.06,7.299219078,5.760780922
2015/9/16 23:55,1.67,7.423569984,5.753569984
2015/9/3 20:02,1.67,7.42354706,5.75354706
2015/9/14 7:18,11.94,6.189559809,5.750440191
2015/9/13 6:31,1.17,6.920381923,5.750381923
2015/9/12 22:06,3.44,9.188673004,5.748673004
2015/9/16 4:49,3.44,9.188673004,5.748673004
2015/9/13 8:16,1.56,7.299219078,5.739219078
2015/9/8 16:41,13.06,7.325801398,5.734198602
2015/9/14 7:38,12.61,6.87583879,5.73416121
2015/9/13 19:08,2,7.72562667,5.72562667
2015/9/11 8:32,12.78,7.070718995,5.709281005
2015/9/12 5:41,1.72,7.423569984,5.703569984
2015/9/12 6:46,1.72,7.423569984,5.703569984
2015/9/13 6:51,1.72,7.423569984,5.703569984
2015/9/14 1:28,1.72,7.423569984,5.703569984
2015/9/14 23:51,1,6.702185272,5.702185272
2015/9/15 3:35,1,6.702185272,5.702185272
2015/9/15 23:14,1,6.702185272,5.702185272
2015/9/11 3:32,1,6.702185272,5.702185272
2015/9/3 8:51,13,7.298454956,5.701545044
2015/9/4 3:57,1.22,6.92037415,5.70037415
2015/9/15 13:26,12.61,6.920381923,5.689618077
2015/9/16 5:24,1.61,7.299219078,5.689219078
2015/9/2 16:55,13.39,7.701771688,5.688228312
2015/9/14 9:58,13.11,7.423569984,5.686430016
2015/9/17 5:15,2.33,7.999036049,5.669036049
2015/9/9 21:43,2.33,7.999036049,5.669036049
2015/9/2 14:40,12.61,6.954059182,5.655940818
2015/9/17 1:15,1.22,6.87583879,5.65583879
2015/9/14 21:35,1.67,7.32580141,5.65580141
2015/9/16 2:49,1.67,7.32580141,5.65580141
2015/9/16 21:35,1.67,7.32580141,5.65580141
2015/9/2 13:35,12.89,7.245599836,5.644400164
2015/9/14 23:21,1.44,7.070718995,5.630718995
2015/9/15 3:30,0.56,6.189559809,5.629559809
2015/9/13 18:53,1.67,7.299219078,5.629219078
2015/9/12 14:56,12.33,6.702185272,5.627814728
2015/9/17 9:10,12.33,6.702185272,5.627814728
2015/9/12 20:31,1.39,7.009986631,5.619986631
2015/9/16 22:45,1.39,7.009986631,5.619986631
2015/9/10 0:18,2.11,7.72562667,5.61562667
2015/9/2 22:51,1.39,7.004703608,5.614703608
2015/9/16 3:49,2.39,7.999036049,5.609036049
2015/9/16 23:45,1.28,6.87583879,5.59583879
2015/9/2 16:30,12.44,6.847736496,5.592263504
2015/9/9 21:58,12.89,7.299219078,5.590780922
2015/9/11 7:42,12.28,6.702185272,5.577814728
2015/9/3 4:11,1.72,7.296732889,5.576732889
2015/9/15 17:49,13,7.423569984,5.576430016
2015/9/14 13:40,1.5,7.070718995,5.570718995
2015/9/13 23:28,1.44,7.009986631,5.569986631
2015/9/16 0:04,1.44,7.009986631,5.569986631
2015/9/16 9:34,12.89,7.32580141,5.56419859
2015/9/8 18:51,12.44,6.875838784,5.564161216
2015/9/14 15:45,12.56,7.009986631,5.550013369
2015/9/9 20:23,1.33,6.87583879,5.54583879
2015/9/10 13:52,14.72,9.188673004,5.531326996
2015/9/14 23:46,0.67,6.189559809,5.519559809
2015/9/4 9:07,3.67,9.188671225,5.518671225
2015/9/16 9:59,12.22,6.702185272,5.517814728
2015/9/16 15:10,12.39,6.87583879,5.51416121
2015/9/2 16:10,11.67,6.157521329,5.512478671
2015/9/15 22:44,1.56,7.070718995,5.510718995
2015/9/17 3:30,1.56,7.070718995,5.510718995
2015/9/14 2:28,1.5,7.009986631,5.509986631
2015/9/4 13:47,2.22,7.725626087,5.505626087
2015/9/2 8:10,14.17,8.669350195,5.500649805
2015/9/2 7:25,11.72,6.222904404,5.497095596
2015/9/13 0:01,1.39,6.87583879,5.48583879
2015/9/2 15:25,13.44,7.956006705,5.483993295
2015/9/12 22:51,1.94,7.423569984,5.483569984
2015/9/9 1:11,1.94,7.423569982,5.483569982
2015/9/10 8:00,14.67,9.188673004,5.481326996
2015/9/11 2:17,0.72,6.189559809,5.469559809
2015/9/10 1:53,0.72,6.189559809,5.469559809
2015/9/13 23:08,1.83,7.299219078,5.469219078
2015/9/10 15:37,12.89,7.423569984,5.466430016
2015/9/2 21:26,3.72,9.181806388,5.461806388
2015/9/10 0:23,1.61,7.070718995,5.460718995
2015/9/8 21:06,1.56,7.009986627,5.449986627
2015/9/4 7:32,13.17,7.725623856,5.444376144
2015/9/14 11:53,13.44,7.999036049,5.440963951
2015/9/10 21:17,2.56,7.999036049,5.439036049
2015/9/13 5:26,1.89,7.32580141,5.43580141
2015/9/2 9:00,12.78,7.351419551,5.428580449
2015/9/17 9:05,11.61,6.189559809,5.420440191
2015/9/15 20:54,1.5,6.920381923,5.420381923
2015/9/3 7:11,12.33,6.91909105,5.41090895
2015/9/3 14:41,12.33,6.920259984,5.409740016
2015/9/17 14:00,3.78,9.188673004,5.408673004
2015/9/9 21:03,3.78,9.188673004,5.408673004
2015/9/14 8:23,12.11,6.702185272,5.407814728
2015/9/15 7:00,12.11,6.702185272,5.407814728
2015/9/2 9:25,11.78,6.373952527,5.406047473
2015/9/3 14:56,12.28,6.875724587,5.404275413
2015/9/8 14:21,12.28,6.87583877,5.40416123
2015/9/15 3:01,1.67,7.070718995,5.400718995
2015/9/8 23:01,1.67,7.070718993,5.400718993
2015/9/15 2:01,1.61,7.009986631,5.399986631
2015/9/2 20:01,3.78,9.178498033,5.398498033
2015/9/2 6:25,12.39,6.998833169,5.391166831
2015/9/3 13:36,13.39,7.998861186,5.391138814
2015/9/4 18:57,2.61,7.999035901,5.389035901
2015/9/3 1:16,1.94,7.322351089,5.382351089
2015/9/16 3:34,1.33,6.702185272,5.372185272
2015/9/15 6:00,12.28,6.920381923,5.359618077
2015/9/14 22:06,0.83,6.189559809,5.359559809
2015/9/9 9:58,12.06,6.702185271,5.357814729
2015/9/10 12:52,12.06,6.702185272,5.357814728
2015/9/15 14:44,12.78,7.423569984,5.356430016
2015/9/16 20:45,1.72,7.070718995,5.350718995
2015/9/4 21:28,1.72,7.070718916,5.350718916
2015/9/14 6:58,12.67,7.32580141,5.34419859
2015/9/16 11:34,12.67,7.32580141,5.34419859
2015/9/14 14:10,12.22,6.87583879,5.34416121
2015/9/12 21:46,1.67,7.009986631,5.339986631
2015/9/16 11:39,13.06,7.72562667,5.33437333
2015/9/16 22:20,2.67,7.999036049,5.329036049
2015/9/12 23:06,2,7.32580141,5.32580141
2015/9/14 9:18,12.39,7.070718995,5.319281005
2015/9/2 7:40,12.11,6.791401838,5.318598162
2015/9/16 22:35,2.11,7.423569984,5.313569984
2015/9/14 0:53,1.61,6.920381923,5.310381923
2015/9/15 0:16,1.61,6.920381923,5.310381923
2015/9/17 0:50,0.89,6.189559809,5.299559809
2015/9/10 23:17,0.89,6.189559809,5.299559809
2015/9/12 14:41,3.89,9.188673004,5.298673004
2015/9/9 17:23,12.17,6.87583879,5.29416121
2015/9/13 23:48,1.78,7.070718995,5.290718995
2015/9/12 17:56,2.44,7.72562667,5.28562667
2015/9/9 2:46,2.44,7.725626669,5.285626669
2015/9/3 1:31,2.44,7.722287589,5.282287589
2015/9/9 0:36,2.72,7.999036047,5.279036047
2015/9/3 15:11,12.28,7.009883122,5.270116878
2015/9/13 3:01,1.61,6.87583879,5.26583879
2015/9/9 19:48,1.67,6.920381923,5.250381923
2015/9/14 0:18,0.94,6.189559809,5.249559809
2015/9/12 16:06,3.94,9.188673004,5.248673004
2015/9/12 0:31,1.83,7.070718995,5.240718995
2015/9/8 13:41,12.28,7.070718971,5.209281029
2015/9/10 11:57,12.5,7.299219078,5.200780922
2015/9/2 14:35,12.44,7.241428433,5.198571567
2015/9/13 2:01,1,6.189559809,5.189559809
2015/9/12 6:51,2.11,7.299219078,5.189219078
2015/9/10 15:02,4,9.188673004,5.188673004
2015/9/3 17:01,4,9.188611732,5.188611732
2015/9/15 8:31,12.61,7.423569984,5.186430016
2015/9/9 10:18,12.06,6.875838789,5.184161211
2015/9/12 6:06,1.89,7.070718995,5.180718995
2015/9/17 13:50,2.56,7.72562667,5.16562667
2015/9/2 17:05,14.33,9.166331416,5.163668584
2015/9/15 9:46,12.17,7.009986631,5.160013369
